,0001.HK,0002.HK,0003.HK,0004.HK,0005.HK,0006.HK,0008.HK,0010.HK,0011.HK,0012.HK,0014.HK,0016.HK,0017.HK,0019.HK,0020.HK,0023.HK,0027.HK,0035.HK,0038.HK,0041.HK,0066.HK,0069.HK,0081.HK,0083.HK,0086.HK,0101.HK,0107.HK,0119.HK,0123.HK,0135.HK,0142.HK,0144.HK,0148.HK,0151.HK,0152.HK,0163.HK,0165.HK,0168.HK,0173.HK,0175.HK,0177.HK,0178.HK,0179.HK,0198.HK,0200.HK,0215.HK,0220.HK,0242.HK,0256.HK,0257.HK,0267.HK,0268.HK,0270.HK,0272.HK,0285.HK,0288.HK,0291.HK,0293.HK,0297.HK,0303.HK,0308.HK,0315.HK,0316.HK,0317.HK,0321.HK,0322.HK,0323.HK,0327.HK,0330.HK,0336.HK,0337.HK,0338.HK,0341.HK,0345.HK,0347.HK,0354.HK,0358.HK,0363.HK,0368.HK,0371.HK,0384.HK,0386.HK,0388.HK,0390.HK,0392.HK,0400.HK,0410.HK,0425.HK,0439.HK,0440.HK,0451.HK,0460.HK,0489.HK,0493.HK,0494.HK,0506.HK,0511.HK,0522.HK,0525.HK,0546.HK,0548.HK,0551.HK,0552.HK,0563.HK,0564.HK,0568.HK,0570.HK,0576.HK,0579.HK,0586.HK,0588.HK,0590.HK,0598.HK,0604.HK,0606.HK,0636.HK,0639.HK,0656.HK,0658.HK,0659.HK,0665.HK,0669.HK,0670.HK,0683.HK,0688.HK,0694.HK,0696.HK,0698.HK,0699.HK,0700.HK,0709.HK,0715.HK,0719.HK,0721.HK,0728.HK,0732.HK,0735.HK,0737.HK,0751.HK,0753.HK,0762.HK,0763.HK,0777.HK,0787.HK,0806.HK,0811.HK,0813.HK,0816.HK,0817.HK,0819.HK,0836.HK,0855.HK,0857.HK,0861.HK,0867.HK,0868.HK,0874.HK,0880.HK,0881.HK,0883.HK,0884.HK,0895.HK,0902.HK,0914.HK,0916.HK,0921.HK,0933.HK,0934.HK,0939.HK,0941.HK,0958.HK,0960.HK,0966.HK,0968.HK,0976.HK,0978.HK,0981.HK,0991.HK,0992.HK,0995.HK,0996.HK,0998.HK,1030.HK,1033.HK,1038.HK,1044.HK,1052.HK,1053.HK,1055.HK,1057.HK,1065.HK,1066.HK,1070.HK,1071.HK,1072.HK,1083.HK,1088.HK,1093.HK,1099.HK,1109.HK,1112.HK,1113.HK,1114.HK,1117.HK,1128.HK,1136.HK,1138.HK,1157.HK,1169.HK,1171.HK,1177.HK,1186.HK,1193.HK,1199.HK,1205.HK,1208.HK,1211.HK,1230.HK,1234.HK,1236.HK,1238.HK,1253.HK,1288.HK,1293.HK,1299.HK,1302.HK,1308.HK,1310.HK,1313.HK,1316.HK,1317.HK,1333.HK,1336.HK,1339.HK,1347.HK,1359.HK,1361.HK,1363.HK,1368.HK,1375.HK,1378.HK,1381.HK,1382.HK,1387.HK,1398.HK,1432.HK,1448.HK,1508.HK,1513.HK,1515.HK,1528.HK,1530.HK,1618.HK,1628.HK,1658.HK,1661.HK,1666.HK,1668.HK,1680.HK,1685.HK,1728.HK,1766.HK,1776.HK,1777.HK,1778.HK,1788.HK,1800.HK,1811.HK,1812.HK,1813.HK,1816.HK,1828.HK,1829.HK,1833.HK,1880.HK,1882.HK,1883.HK,1886.HK,1888.HK,1898.HK,1918.HK,1919.HK,1928.HK,1929.HK,1958.HK,1963.HK,1966.HK,1970.HK,1972.HK,1980.HK,1988.HK,1999.HK,2005.HK,2007.HK,2009.HK,2018.HK,2020.HK,2038.HK,2039.HK,2066.HK,2128.HK,2168.HK,2186.HK,2196.HK,2199.HK,2202.HK,2208.HK,2233.HK,2238.HK,2255.HK,2282.HK,2298.HK,2313.HK,2314.HK,2318.HK,2319.HK,2328.HK,2331.HK,2333.HK,2338.HK,2356.HK,2357.HK,2369.HK,2380.HK,2382.HK,2386.HK,2388.HK,2588.HK,2600.HK,2601.HK,2607.HK,2628.HK,2666.HK,2678.HK,2688.HK,2689.HK,2727.HK,2777.HK,2866.HK,2877.HK,2880.HK,2883.HK,2888.HK,2899.HK,3308.HK,3311.HK,3323.HK,3328.HK,3331.HK,3333.HK,3360.HK,3377.HK,3380.HK,3382.HK,3383.HK,3393.HK,3396.HK,3606.HK,3618.HK,3698.HK,3799.HK,3800.HK,3808.HK,3813.HK,3818.HK,3836.HK,3886.HK,3888.HK,3898.HK,3899.HK,3900.HK,3908.HK,3933.HK,3958.HK,3968.HK,3969.HK,3988.HK,3993.HK,3998.HK,6030.HK,6099.HK,6808.HK,6818.HK,6837.HK,6863.HK,6881.HK,6886.HK
2014-05-28 00:00:00.005,147.53,62.7667,,60.9867,82.4089,79.5,,,,45.38,45.5,,8.16,100.0,,,83.0625,,5.09,27.77,30.25,,6.21,,6.1,31.67,2.6,,2.35,,9.5,32.35,17.0,11.865,12.395,,,48.15,,3.125,9.3,7.0329,6.485,,30.0,,,4.0,0.99,12.6475,11.13,,,,6.6,,19.135,17.36,,100.0,,,47.5,,,24.2843,1.9113,,14.35,4.81,,2.1625,24.0,,6.15,2.56,,,3.0,5.885,,7.854,151.8,,88.5,,,,,42.0,,,,1.7088,11.8333,3.3,,83.0,,,4.44,25.375,4.46,,,,,7.98,,22.5,,,,,,,,,6.42,,,27.2667,3.03,23.75,27.74,8.3,,1.26,,201.9,4.45,,,,4.1214,5.6167,,4.4,4.56,5.4813,12.788,21.0,20.34,,,5.8,17.6725,5.255,,,26.8,,9.93,8.7325,8.4,,28.57,27.5778,,,2.53,38.7,9.505,27.0,9.666,,,7.8,7.45,75.65,3.27,11.35,15.0,2.9,,1.4,0.7083,3.3,10.5624,,,4.8122,,,56.84,77.7,5.3,,3.27,,,,,5.21,,10.6,27.5,7.335,23.66,21.285,59.5,,,,42.2588,,6.87,5.8767,25.3233,,7.02,,28.0667,12.6357,,,,,5.25,,,,,8.3,39.05,,4.8125,,,,,,26.5175,3.25,,4.2,1.71,,4.25,,7.95,,,0.92,,,5.41,,72.0,,,,,,,,,,,,5.6,7.11,,,,,,,,,,,7.2,,9.33,,,5.69,,3.95,6.2658,3.1971,70.0,,,,,,24.8,,,14.6667,4.0,,,44.2385,13.1188,5.5333,19.5,,7.2,8.8,,,,,9.61,1.23,,,36.0875,,33.5,,85.648,45.5333,12.0,6.05,36.7139,33.12,11.8,5.42,,3.6,10.54,11.638,,,,31.9967,,23.5667,,,57.9333,6.4,2.8,,2.0957,,,24.1663,179.3738,1.555,,16.058,8.815,,12.0,3.12,,6.38,,,7.545,,,,,,,3.0712,3.3,,1.64,,,29.155,30.54,,12.6525,,,,,,4.21,,1.0,20.095,,9.6643,3.0,13.7343,,,
2014-05-29 00:00:00.005,147.53,,,60.9867,82.4089,79.5,,,,45.38,45.5,,8.16,100.0,,,83.0625,,,24.465,30.25,,6.21,,6.1,31.67,2.6,,2.35,,9.5,30.68,17.0,11.812,12.395,,,51.3,,3.1,9.3,7.0329,6.485,,30.0,,,4.0,0.99,12.6475,11.13,,,,6.3,,19.135,16.9286,,100.0,,,47.5,,,24.2843,1.69,,14.35,4.81,,3.3,24.0,,6.15,2.56,,,3.0,5.885,,,151.8,,88.5,,,,,42.0,,,15.0,1.7088,11.8333,3.3,,83.0,,,4.44,,4.2633,,,,,8.064,,22.5,,,,,,,,,6.42,,,27.2667,3.048,23.75,27.74,8.3,,1.26,,201.9,4.45,,,,4.175,5.6167,,4.4,4.56,5.21,12.788,21.0,18.47,,,5.8,17.6725,5.255,,,26.8,,9.93,8.6186,,,,27.5778,,,2.53,,9.505,27.0,9.4586,,,7.8,,75.65,3.27,11.35,15.0,2.9,,1.4,0.7333,3.3,10.51,4.2,,,,,56.84,77.7,5.3,,3.1167,,,,,5.302,,10.6,27.5,7.3256,,21.285,59.5,,,,42.2588,,6.96,4.66,,,7.02,,28.0667,13.5,,,,,5.25,,,,4.0658,8.3,39.05,,5.175,,,,,,27.485,,,3.2,1.71,,4.25,,,,,0.92,,,,,72.0,,,,,,,,,,,,5.55,7.5467,,,,,,,,7.42,,,7.2,,9.2362,,,5.69,,3.95,6.2658,3.158,70.0,,,,,,24.8,,,14.6667,4.0,,,44.2385,13.1188,5.5333,20.0,,,8.8,,,,,9.61,,,,36.0875,,33.5,,85.5,45.5333,12.0,5.9429,36.7139,34.05,11.9,5.42,,3.6,10.54,11.6483,,,,31.9967,,23.5667,,,57.9333,6.4,2.8,,2.138,,,24.6043,179.3738,1.5067,,16.058,9.4857,,,3.49,,6.38,,,7.545,,,,,,,3.0712,3.3,,1.64,,,28.134,30.54,,12.6525,,,,,,4.3075,,1.0,20.3233,,9.6643,,13.5233,,,
2014-05-30 00:00:00.005,147.53,,,60.9867,82.4089,79.5,,,,45.38,45.5,,8.16,100.0,,,83.0625,,,24.465,30.25,,6.21,,6.1,31.67,2.5,,2.35,,9.5,30.68,17.0,11.812,12.395,,,51.3,,3.1833,9.3,7.0329,6.485,,30.0,,,4.0,0.99,12.6475,11.13,,,,6.3,,19.6586,16.9286,,100.0,,,47.5,,,24.2843,1.69,,13.325,4.81,,,24.0,,6.15,2.56,,,3.0,5.885,,,151.8,3.6,88.5,,,,,42.0,,,14.75,1.7088,11.8333,3.3,,83.0,,,5.2,,4.2633,,,,,8.064,,22.5,,,,,,,,,6.42,,,27.2667,2.9467,23.75,27.74,8.3,,1.26,,201.9,4.45,,,,4.175,5.6167,,4.4,4.56,5.4167,12.788,21.0,16.6467,,,5.8,17.6725,,,,26.8,,9.93,8.6186,,,,27.5778,,,2.53,,9.505,27.0,9.4586,,,9.2,,75.65,3.27,11.35,15.0,2.9,,1.4,,3.3,10.56,4.2,,,,,56.84,77.7,5.3,,3.1167,,,,,5.705,,10.6,27.5,7.3256,,21.285,59.5,,,,42.2588,,5.9,4.66,,,7.02,,28.0667,13.5,,,,,5.25,,,,4.0658,8.3,39.05,,5.175,,,,,,27.485,,,3.2,1.71,,4.25,,,,,0.92,,,,,,,,,,,,,,,,,5.55,7.745,,,,,,,,7.42,,,7.2,,9.2429,,,5.69,,3.95,6.2658,3.32,70.0,,,,,,24.8,,,14.6667,4.0,,,44.2385,13.1188,5.5333,20.0,,,8.8,,,,,9.61,,,,35.0,,33.5,,85.5,45.5333,12.0,5.9429,36.7139,32.5667,,5.42,,3.6,10.54,11.6483,,,,31.9967,,23.5667,,,57.9333,6.4,,,2.1,,,24.9325,179.3738,1.57,,16.058,7.95,,,3.49,,6.38,,,7.545,,,,4.75,,,3.0712,3.3,,1.64,,,28.134,30.54,,12.6525,,6.8,,,,4.3075,,1.0,,,9.6643,,13.5,,,
2014-06-03 00:00:00.005,147.53,,,60.9867,83.368,79.5,,,,45.38,,,8.16,100.0,,,83.0625,,,24.465,30.25,,6.21,,6.1,31.67,2.5,,2.35,,9.5,30.68,17.0,11.7033,12.395,,,51.3,,3.2288,9.3,7.0329,6.485,,30.0,,5.9,4.0,0.99,11.728,11.13,,,,6.3,,19.6586,17.15,,100.0,,,52.0,,,24.2843,1.69,,11.3,4.81,,,24.0,,6.15,2.56,,,3.0,5.885,,,155.3333,3.6,88.5,,,,,42.0,,,14.75,1.6278,11.8333,3.3,,83.0,,,5.2,,4.2633,,,,,8.064,,22.5,,,,,3.6,,,,6.42,,,27.2667,2.9467,,27.74,8.3,,1.26,,201.9,4.45,,,,4.175,5.6167,,4.4,4.56,5.4167,12.788,21.0,16.6467,,,5.8,17.6725,,,,26.8,,9.93,8.6186,,,,27.5778,,,2.53,,9.505,33.5,9.4586,,,9.2,6.38,75.65,3.27,11.35,15.0,2.9,,1.4,,3.3,10.56,4.2,,,,,56.84,81.85,5.3,,3.1167,,,,,5.705,,10.6,27.5,7.3256,,21.285,59.5,,,4.35,37.3625,,,5.83,19.795,,7.02,,28.0667,13.5,,,,,5.25,,,,4.0658,8.3,39.05,,5.175,,,,,,27.485,,,3.2,1.71,,4.0,,,,,0.92,,,,,,,,,,,,,,4.7,,,5.55,7.89,,,,,,,,7.42,,,7.2,,9.2429,,,5.69,,3.95,6.2658,3.78,70.0,,,,,,,,,14.6667,4.0,,,44.2385,13.1188,5.5333,20.0,,,8.8,,,,,9.61,,,,35.0,,33.5,5.5,85.5,45.5333,12.0,5.9429,36.7139,32.5667,,5.42,,3.6,10.54,11.6483,,,,31.9967,,23.5667,,,57.9333,7.0,,,,,,24.9325,179.3738,1.57,,16.058,7.95,,10.0,3.49,,6.38,,,7.545,,,,4.75,,,3.0712,3.3,,1.64,,,28.134,30.54,,12.6525,,6.8,,,,4.3075,,1.0,,,9.6643,,13.5,,,
2014-06-04 00:00:00.005,147.53,,,60.9867,83.368,79.5,,,,45.38,,,8.16,100.0,,,83.0625,,,24.465,30.25,,6.21,,6.1,31.67,2.5,,2.35,,9.5,30.68,17.0,11.7033,12.395,,,51.3,,3.2288,9.3,7.0329,6.485,,30.0,,5.9,4.0,0.99,11.728,11.13,,,,6.3,,19.6586,17.15,,100.0,,,52.0,,,24.2843,1.69,,11.3,4.81,,,24.0,,6.15,2.56,,,3.0,5.885,,6.6,155.3333,3.6,88.5,,,,,42.0,,,14.75,1.6278,11.8333,3.3,,83.0,,,5.2,,4.2633,,,,,8.064,,22.5,,,,,3.5033,,,,5.9467,,,27.2667,2.9467,,27.74,8.3,,1.26,,201.9,4.45,,,,4.175,5.6167,,4.4,4.56,5.4167,12.788,21.0,16.6467,,,5.8,18.398,5.405,2.3,,26.8,,9.93,8.6186,,,,27.5778,,,2.53,,9.2033,33.5,9.4586,,,9.2,6.665,75.65,3.27,11.35,15.0,2.9,,1.4,,3.3,10.56,4.2,,,,,56.84,81.85,5.3,,3.1167,,,,,5.705,,10.6,27.5,7.3256,,21.285,55.75,,14.795,4.35,37.3625,4.0,8.0,5.83,19.795,,7.02,,28.0667,13.5,,,57.1314,,6.1267,,,,4.0658,8.3,39.05,,5.175,,,,,,27.485,,,3.2,1.71,,4.0,,6.935,,,0.92,6.3,,,,,,,,,2.4,,,,4.7,,,5.55,7.945,,,,,,,,7.42,,,7.2,,9.2429,,,5.69,,3.95,6.2658,3.78,70.0,,,,,,,,,14.6667,4.0,,,44.2385,13.1188,5.525,20.0,,,8.8,,,,,9.61,,,,35.0,,33.5,5.5,85.5,45.5333,12.75,5.9429,36.7139,32.5667,,5.42,,3.6,10.54,11.6483,,,,31.9967,,23.5667,,,57.9333,7.0,,,,,,24.246,179.3738,1.57,,16.058,7.95,,10.0,3.49,,6.38,,,7.545,,,,4.75,,,3.1117,3.3,,1.64,,,26.894,30.54,,12.6525,,6.8,,,,4.3075,,1.0,,,9.6643,,13.5,,,
2014-06-05 00:00:00.005,147.53,,,60.9867,,79.5,,,,45.38,,,8.16,100.0,,,83.0625,,,24.465,30.25,,6.21,,6.1,31.67,2.5,,2.35,,9.5,31.6,17.0,11.7033,12.395,,,51.3,,3.2288,9.3,7.0329,6.485,,30.0,,5.9,4.0,0.99,11.728,11.13,4.0,,,6.3,,19.6586,17.15,,100.0,,,52.0,,,24.2843,1.69,,11.3,4.81,,,24.0,,6.15,2.56,,,3.0,,,6.6,155.3333,3.6,88.5,,,,,42.0,,,14.75,1.6278,11.8333,3.3,,83.0,,,5.2,,4.2633,,5.19,,,8.064,,22.5,,,3.5,,3.5033,,,,5.9467,,,27.2667,2.9467,,27.74,8.3,,1.26,,201.9,4.45,,,,4.32,5.6167,,4.4,4.56,5.4167,13.15,21.0,16.6467,,,5.8,17.9817,5.405,2.3,,26.8,,9.93,8.6186,9.5,,,27.5778,,,2.53,,9.2033,33.5,9.485,12.45,,9.2,6.665,75.18,3.335,14.475,15.0,2.9,,1.4,,3.3,10.56,4.2,,5.8,,,56.84,81.85,5.3,,3.1167,,,,,5.705,,10.6,27.5,7.3256,,21.285,55.75,,14.1733,4.225,36.5,,8.0,5.83,21.13,,7.02,,28.0667,13.5,,,57.1314,,6.1267,,,,4.0658,8.3,39.05,,5.175,,,,,,27.485,,,3.2,1.71,,4.0,,6.935,,,0.92,6.3,,,,,,,,,2.4,,,,4.7,,,5.55,7.73,,,,,,,,7.42,,,7.2,,9.2429,,,5.69,,3.95,6.2658,3.78,71.0,,,,,,,,,14.6667,3.825,,,44.2385,13.1188,5.525,22.0,,6.2,8.8,,,,,9.61,,,,35.0,,33.5,5.5,85.5,45.5333,12.75,5.9429,36.7139,32.5667,,5.42,,3.6,10.54,11.6483,,,,31.9967,,23.5667,,,57.9333,7.0,,,,,,24.625,179.3738,1.5,,16.058,7.95,,10.0,3.4371,,6.38,,,7.545,,,,4.75,,,,3.3,,1.59,,,26.894,30.54,,12.6525,,6.8,,,,4.3075,,1.0,,,9.6643,,13.5,,,
2014-06-06 00:00:00.005,149.295,,,60.9867,,79.5,,,,45.38,,,8.16,100.0,,,83.0625,,,24.465,30.25,,6.21,,6.1,31.67,2.5,,2.35,,9.5,31.6,17.0,11.7033,12.395,,,51.3,,3.2288,9.3,7.0329,6.485,,30.0,,5.9,4.0,0.99,11.728,11.13,3.2567,,,6.3,,19.6586,17.15,,100.0,,,52.0,,,24.2843,1.69,5.6,11.3,4.81,,,24.0,,6.15,2.56,11.95,,3.0,,,6.6,155.3333,3.6,88.5,,,,,42.0,,,14.3667,1.6278,11.8333,3.3,,83.0,,,5.2,,4.2633,,,,,8.064,,22.5,,,3.5,,3.5033,,2.4,,5.9467,,,27.2667,2.9467,,27.74,8.3,,1.26,,201.9,4.45,,,,4.32,6.0,,4.4,4.56,5.4167,13.15,21.0,16.6467,,,,19.2171,5.405,2.3,,26.8,,9.93,8.6186,9.5,7.9,,27.5778,,,2.53,,9.2033,33.5,9.435,,,9.2,6.665,75.18,3.335,14.475,15.0,2.9,,1.4,0.73,3.3,10.56,4.2,,5.8,,,56.84,81.85,5.3,,3.1167,,,,,5.705,,10.6,27.5,7.3256,,21.285,55.75,,14.1733,,36.5,,8.0,5.83,,,7.02,,28.0667,13.5,,,,3.3,6.1267,,,,4.0933,8.3,39.05,,5.175,,,,,,27.485,,,3.2,1.71,6.15,4.0,,,,,0.92,6.3,,,,,,,,,2.4,,,,4.7,,,5.55,7.73,,,,,,,,7.42,,,7.2,,9.2429,,,5.69,,3.95,6.2658,3.78,71.0,,,,,,,,,14.6667,3.825,,,44.2385,13.1188,5.525,22.0,,6.2,8.8,,,,,9.61,,,,35.0,,33.5,5.5,85.5,45.5333,12.75,5.9429,36.7139,32.35,,5.42,,3.6,10.54,11.6483,,,,31.9967,19.0,23.5667,,,57.9333,7.0,,,,,,24.625,179.3738,1.5,,16.058,7.95,,10.0,3.4371,,6.38,,,7.545,,,,4.75,,,,3.3,,1.59,,,26.894,30.54,,12.6525,,6.8,,,,4.3075,,1.0,,,9.6643,,13.5,,,
2014-06-09 00:00:00.005,149.295,,,60.9867,,84.0,,,,45.38,,,8.1967,100.0,,,83.0625,,,24.465,30.25,,6.21,,,31.67,2.5,,2.35,,9.5,31.6,17.0,11.7033,12.395,,,51.3,,3.2288,8.3,8.4,6.485,,,,,4.0,0.99,11.728,11.13,3.2567,,,6.3,,19.6586,17.15,,100.0,,,52.0,,,24.2843,1.69,5.7,11.3,4.81,,,24.0,,6.15,2.56,,,3.0,,,6.6,146.5,3.6,88.5,,,,,,,,15.6,1.6278,11.8333,3.3,,73.0,,,5.2,,4.2633,,,,,8.064,,22.5,,,3.5,,3.5033,,,,5.9467,,,27.2667,3.02,,27.74,8.3,,1.26,,201.9,,,,,4.2667,6.0,,4.4,,5.4167,13.32,21.0,16.6467,,,,18.4863,5.405,2.3,,27.1,,9.93,8.6186,9.5,,,27.5778,,,2.53,,9.2033,40.0,9.8178,,,10.1,6.665,75.18,3.335,14.475,15.0,2.9,,1.4,0.7333,3.3,10.56,4.2,,5.8,,,54.8,86.0,5.3,,3.1167,,,,,5.705,,10.6,,7.3256,,21.285,55.75,,13.86,,38.0,,6.725,5.83,,,7.02,,28.0667,13.5,,,,3.0,6.1267,,,,,8.3,39.05,,5.175,,,,,,27.485,,,3.2,1.71,6.2667,4.0,,,,,0.92,,,,,,,,,,2.4,,,,4.7,,,5.55,7.73,,,,,,,,7.42,,,7.2,,9.2429,,,5.69,,4.8,6.2658,3.78,71.0,,,,,,,,,14.6667,3.825,5.0075,,44.8714,13.0643,5.7,22.0,,6.2,8.8,,,,,9.61,,10.4725,,35.0,,32.8333,5.5,84.7667,47.0,12.75,5.9429,36.76,35.0,,5.42,,3.6,10.54,11.378,,,2.56,31.0,,23.5667,,,55.4,7.0,,,,,,24.625,166.0,1.5,,17.4,10.1,,10.0,3.4371,,6.38,,,7.545,,,,4.75,,,,,,1.59,,,26.894,30.54,,12.6525,,6.8,,,,4.3075,,1.0,,,9.6643,,13.5,,,
2014-06-10 00:00:00.005,149.295,65.7667,,60.9867,,84.0,,,,45.38,,,8.1967,100.0,,,83.0625,,,24.465,30.25,,6.21,,,31.67,2.5,,2.35,,9.5,31.6,17.0,11.7033,12.395,,,51.3,,3.2288,8.3,8.4,6.485,,,,,4.0,0.99,11.728,11.13,3.2567,,,6.3,,19.6586,17.15,,100.0,,,52.0,,,24.2843,1.895,,11.3,4.81,,,24.0,,6.15,2.56,,,3.0,,,6.6,146.5,3.6,88.5,,6.5,,,,,,15.6,1.6278,11.8333,3.3,,73.0,,,5.2,,4.2633,,,,,8.064,,22.5,,,3.5,,3.5033,,,,5.9467,,,27.2667,3.02,,27.74,8.3,,1.26,,201.9,,,,,4.2667,6.0,,4.4,,5.4167,13.32,21.0,16.6467,,,,19.2433,5.405,2.3,,27.1,,9.93,8.6186,9.5,,,27.5778,,,2.53,,9.2033,34.7,9.8178,,,10.1,6.665,75.18,3.335,14.475,15.0,2.9,,1.4,0.7333,3.3,10.56,4.2,,5.8,,,54.8,86.0,5.3,,3.1167,,,,,5.705,,10.6,,7.3256,,21.285,55.75,,13.86,,38.0,,6.725,5.83,,,7.02,7.75,28.0667,13.5,,,,,6.1267,,,,,8.3,39.05,,5.175,,,,,,27.485,,,3.2,1.71,6.2667,4.0,,,,,0.92,,,,,,,,,,2.4,,,,4.7,,,5.55,7.73,,,,,,,,7.42,,,7.2,,9.0406,,,5.69,,4.8,6.2658,3.78,71.0,,,,,,,,,14.6667,3.825,5.0075,,44.62,13.0643,5.7,22.0,,6.2,8.8,,,,,9.61,,,,35.0,,32.8333,5.5,84.7667,47.0,12.75,5.9429,36.2558,35.0,,5.42,5.0467,4.0,10.54,11.378,27.5,,2.56,31.0,,23.5667,,8.55,55.4,7.0,,,,,,24.625,166.0,1.5,,16.415,10.1,,10.0,3.4371,,6.38,,,7.545,,,,4.44,,,,,,1.59,,,26.894,30.54,,12.6525,,6.8,,,,4.3075,,1.0,,,9.6643,,13.5,,,
2014-06-11 00:00:00.005,149.295,65.7667,,60.9867,,80.5,,,,45.38,,,8.1967,100.0,,,82.5625,,,24.465,30.25,,,11.91,,31.67,2.5,,2.35,,9.5,31.6,17.0,11.7033,12.395,,,51.3,,3.133,8.3,8.4,6.485,,28.0,,,4.0,0.99,11.728,11.13,3.2567,,1.88,6.3,,19.6586,17.15,,100.0,,,52.0,,,24.2843,1.895,,11.3,4.81,,,24.0,,6.1,2.56,,,3.0,,,7.9,146.5,3.6,88.5,,6.5,,,,,,15.64,1.6278,12.0714,3.3,,73.0,,,5.2,,4.2633,,,,,8.064,,22.5,,,3.5,,3.5033,,,,5.9467,,,27.2667,3.0133,,27.74,8.3,,1.26,,201.9,,,,,4.2667,6.0,,4.4,,5.4167,13.32,20.05,16.6467,,,,19.2433,5.625,2.3,,27.1,,10.017,8.6186,9.5,,,27.92,,15.0533,2.53,,9.2033,34.7,9.8178,,,10.1,6.665,78.4833,3.335,14.475,15.0,2.9,,1.4,0.7333,3.3,10.56,4.2,,5.8,,,54.8,86.0,5.3,,3.1167,,,,,5.705,,10.6,24.0,7.3256,,21.285,52.3,,13.8886,4.5233,39.5,,6.65,5.83,,,7.02,7.75,28.0667,13.5,,,,2.4833,6.1267,,,,,8.3,39.05,,5.175,,,,,,27.485,,,3.2,1.71,6.2667,4.0,,,,,0.92,,,,,,,,,,2.4,,,,4.7,5.4,,5.55,7.73,,,,,6.15,,,6.86,,,7.2,,9.0406,,,5.69,,4.8,6.2658,3.78,74.6667,,,,,,,,,14.6667,3.825,5.0075,,44.525,13.0643,5.7,22.0,,6.2,8.8,,,,,9.61,,,,37.0,,32.8333,5.7,84.46,39.3,13.1667,5.9429,36.0669,35.0,,5.42,5.0467,4.0,10.54,11.378,27.5,,2.62,31.0,,23.5667,,8.55,55.4,7.0,,,,,,24.625,166.0,1.5,,16.609,10.1,,10.0,3.4371,6.2,6.005,,,7.545,,,,4.44,,,,,,1.59,,,26.894,30.54,,12.6525,,6.8,,,,4.3075,,1.0,,,9.6643,,13.5,2.815,,
2014-06-12 00:00:00.005,149.295,65.7667,,60.9867,,80.5,,,,45.38,,,8.2975,100.0,,30.0,82.5625,,,24.465,30.25,,,11.91,,31.67,2.5,,2.35,,9.5,29.4667,17.0,11.7033,12.395,,,51.3,,3.133,8.3,8.4,6.485,,28.0,,,4.0,0.99,11.6422,11.13,3.2567,,1.88,6.3,,19.6586,17.15,,100.0,,,50.25,,,24.2843,1.895,,11.3,4.81,,,24.0,,6.1,2.56,,,3.0,,,8.01,143.6667,3.6,88.5,,6.5,,,,,,15.64,1.6278,12.0714,3.3,,73.0,,,5.2,,4.2633,,,,,8.064,5.5,22.5,,,5.0,,3.5033,,,,5.9467,,,27.2667,3.0133,,26.8267,8.3,,1.26,,201.9,,,,,4.2667,6.0,,4.4,,5.4167,13.32,19.7,16.6467,,,,19.501,5.625,2.3,,27.1,,10.0189,8.6186,9.5,,,27.7714,,15.555,2.53,,8.98,34.7,9.8178,,,10.1,6.665,78.4833,3.335,,,2.9,,1.4,0.7333,3.3,10.56,4.2,,5.8,,,54.8,86.0,5.3,,3.1167,,,,,5.705,,10.6,24.0,7.453,,19.75,52.3,,13.8886,4.5233,39.5,,6.65,5.83,,,6.8925,7.75,28.0667,13.5,,,,,6.565,,,,,8.3,39.05,,5.175,,,,,,27.485,,,3.2,1.71,6.2667,4.0,,6.686,,,0.92,,,,,,,,,,2.4,,,,4.7,5.4,,5.55,7.73,,,,,6.15,,,6.86,,,7.2,,9.0406,,,5.69,,4.8,6.2658,3.78,74.6667,,,,,,,,8.74,14.6667,3.825,,,57.0,12.9967,5.7,22.0,,6.2,8.8,,,,,9.08,,,,37.0,,32.8333,5.7,84.46,35.45,13.1667,6.0667,36.7392,26.75,,5.32,,4.0,10.54,11.378,27.5,,,31.0,,23.5667,,8.55,55.4,7.0,,,,,,24.375,166.0,1.5,,16.609,10.1,,10.0,3.4371,6.2,6.005,,,7.545,,,,4.44,,,,,,1.59,,,28.2625,30.54,,12.6525,,6.8,,,,4.3075,,1.0,18.8,,9.6643,,13.5,2.6267,,
